gen,best_train_mse,mean_train_mse,val_mse,sigma,diversity
128,0.006662828741,0.1392008522,0.004206847987,0.1336271276,0.3699878578
129,0.006662828741,0.1358238525,0.004206847987,0.1335065189,0.3739180772
130,0.006662828741,0.1283954025,0.004206847987,0.133386019,0.373736599
131,0.006662828741,0.1448912617,0.004206847987,0.1332656278,0.3818045036
132,0.006662828741,0.1705030566,0.004206847987,0.1331453454,0.3767992904
133,0.006662828741,0.1516966393,0.004206847987,0.1330251715,0.3549530425
134,0.006662828741,0.1378783915,0.004206847987,0.132905106,0.3565500413
135,0.006662828741,0.1320312136,0.004206847987,0.132785149,0.3428284396
136,0.006662828741,0.1281290405,0.004206847987,0.1326653002,0.3387407604
137,0.006662828741,0.1289048618,0.004206847987,0.1325455595,0.3292739722
138,0.006662828741,0.1061528995,0.004206847987,0.132425927,0.3315223031
139,0.006662828741,0.1070235043,0.004206847987,0.1323064024,0.3371339697
140,0.006662828741,0.1270136353,0.004206847987,0.1321869857,0.3380757489
141,0.006662828741,0.1192403504,0.004206847987,0.1320676768,0.3425110055
142,0.006662828741,0.1115114159,0.004206847987,0.1319484756,0.3394820245
143,0.006662828741,0.1313031861,0.004206847987,0.131829382,0.3531538088
144,0.006662828741,0.1388404533,0.004206847987,0.1317103958,0.3614104981
145,0.006662828741,0.1502596622,0.004206847987,0.1315915171,0.3538139865
146,0.006662828741,0.1159035069,0.004206847987,0.1314727456,0.3552694349
147,0.006662828741,0.1278514023,0.004206847987,0.1313540814,0.3537946934
148,0.006662828741,0.1296696966,0.004206847987,0.1312355242,0.3515364895
149,0.006662828741,0.1147034137,0.004206847987,0.1311170741,0.3444033805
150,0.006662828741,0.116192371,0.004206847987,0.1309987308,0.3372220164
151,0.006662828741,0.1026913707,0.004206847987,0.1308804944,0.3146260048
152,0.006662828741,0.1145290815,0.004206847987,0.1307623647,0.3104264929
153,0.006662828741,0.1087530564,0.004206847987,0.1306443416,0.303731911
154,0.006662828741,0.1206868914,0.004206847987,0.1305264251,0.3051483858
155,0.006662828741,0.09017645798,0.004206847987,0.1304086149,0.2935240194
156,0.006662828741,0.09650848835,0.004206847987,0.1302909112,0.2918003826
157,0.006662828741,0.1038165085,0.004206847987,0.1301733136,0.2836111752
158,0.006662828741,0.0985618199,0.004206847987,0.1300558222,0.2689554519
159,0.006662828741,0.09585700503,0.004206847987,0.1299384368,0.2656330959
160,0.006662828741,0.09557785555,0.004206847987,0.1298211574,0.2667945335
161,0.006662828741,0.08952819775,0.004206847987,0.1297039838,0.2646799366
162,0.006662828741,0.08960683558,0.004206847987,0.129586916,0.2653193742
163,0.006662828741,0.0950445396,0.004206847987,0.1294699539,0.2707997083
164,0.006662828741,0.1002229919,0.004206847987,0.1293530973,0.2633238959
165,0.006662828741,0.1050875519,0.004206847987,0.1292363462,0.2608789421
166,0.006662828741,0.1007760852,0.004206847987,0.1291197004,0.2675644215
167,0.006662828741,0.112768945,0.004206847987,0.12900316,0.2726450352
168,0.006662828741,0.1171452662,0.004206847987,0.1288867247,0.2825232961
169,0.006662828741,0.1063758968,0.004206847987,0.1287703946,0.2920683694
170,0.006662828741,0.1145097639,0.004206847987,0.1286541694,0.2977190649
171,0.006662828741,0.1184905765,0.004206847987,0.1285380491,0.2976077311
172,0.006662828741,0.1093503948,0.004206847987,0.1284220336,0.2991368389
173,0.006662828741,0.09548487685,0.004206847987,0.1283061229,0.2917027513
174,0.006662828741,0.103327561,0.004206847987,0.1281903168,0.2838693331
175,0.006662828741,0.102173915,0.004206847987,0.1280746152,0.2741173545
176,0.006662828741,0.1024140356,0.004206847987,0.127959018,0.2776077708
177,0.006662828741,0.1082243282,0.004206847987,0.1278435251,0.2864924281
178,0.006662828741,0.1132048605,0.004206847987,0.1277281365,0.2902986342
179,0.006662828741,0.09794852444,0.004206847987,0.1276128521,0.2868438551
180,0.006662828741,0.09850917784,0.004206847987,0.1274976717,0.2858665073
181,0.006662828741,0.1042044236,0.004206847987,0.1273825952,0.2903019497
182,0.006662828741,0.1101373242,0.004206847987,0.1272676226,0.2938332317
183,0.006662828741,0.1083526511,0.004206847987,0.1271527538,0.3008048425
184,0.006662828741,0.0962303071,0.004206847987,0.1270379887,0.3144547941
185,0.006662828741,0.1121763282,0.004206847987,0.1269233272,0.312511824
186,0.006662828741,0.1222318573,0.004206847987,0.1268087691,0.3258440252
187,0.006662828741,0.1002061527,0.004206847987,0.1266943144,0.3291448146
188,0.006662828741,0.1064833113,0.004206847987,0.1265799631,0.3288113147
189,0.006662828741,0.1136018253,0.004206847987,0.126465715,0.3260435362
190,0.006662828741,0.1249725832,0.004206847987,0.1263515699,0.3211712205
191,0.006662828741,0.1053282298,0.004206847987,0.1262375279,0.3193566965
192,0.006662828741,0.1062070223,0.004206847987,0.1261235889,0.3135200742
193,0.005896914614,0.09128930297,0.003717083418,0.1260097526,0.3137916829
194,0.005896914614,0.1112499658,0.003717083418,0.1258960192,0.3127246762
195,0.005896914614,0.08309340437,0.003717083418,0.1257823883,0.3073400286
196,0.005896914614,0.08705873958,0.003717083418,0.1256688601,0.3041677798
197,0.005896914614,0.0873702824,0.003717083418,0.1255554343,0.3107224013
198,0.005896914614,0.1015411885,0.003717083418,0.1254421108,0.3136313317
199,0.005896914614,0.09286582237,0.003717083418,0.1253288897,0.3100325848
200,0.005896914614,0.1097869651,0.003717083418,0.1252157707,0.3127669499
201,0.005896914614,0.1018915198,0.003717083418,0.1251027539,0.3134882702
202,0.005896914614,0.09069436526,0.003717083418,0.124989839,0.3119907527
203,0.005896914614,0.1098705607,0.003717083418,0.1248770261,0.3246404161
204,0.005896914614,0.1184148869,0.003717083418,0.124764315,0.3336021433
205,0.005896914614,0.1010659594,0.003717083418,0.1246517056,0.3360249422
206,0.005896914614,0.1127428209,0.003717083418,0.1245391979,0.3328354429
207,0.005896914614,0.09829497527,0.003717083418,0.1244267917,0.3261705895
