gen,best_train_mse,mean_train_mse,val_mse,sigma,diversity
258,0.008722360208,0.1422080917,0.00584537752,0.1188266039,3.968971045
259,0.008722360208,0.1587229794,0.00584537752,0.1187193537,3.996721409
260,0.008722360208,0.1612329813,0.00584537752,0.1186122004,4.016233903
261,0.008722360208,0.2056590029,0.00584537752,0.1185051438,3.980088416
262,0.008722360208,0.1973180537,0.00584537752,0.1183981838,3.962925825
263,0.008722360208,0.1465332311,0.00584537752,0.1182913203,4.006127857
264,0.008722360208,0.1882927152,0.00584537752,0.1181845533,3.994600285
265,0.008722360208,0.1417956764,0.00584537752,0.1180778827,4.015135506
266,0.008722360208,0.173651152,0.00584537752,0.1179713083,4.008113796
267,0.008722360208,0.2280394479,0.00584537752,0.1178648301,3.986919885
268,0.008722360208,0.1821937235,0.00584537752,0.1177584481,3.990910395
269,0.008722360208,0.1510387741,0.00584537752,0.117652162,3.995360686
270,0.008722360208,0.1855948666,0.00584537752,0.1175459719,4.002092102
271,0.008722360208,0.1622069172,0.00584537752,0.1174398776,4.010622906
272,0.008722360208,0.1910620948,0.00584537752,0.1173338791,4.012762541
273,0.008722360208,0.2556359892,0.00584537752,0.1172279763,3.98990038
274,0.008722360208,0.1747801071,0.00584537752,0.117122169,4.024109635
275,0.008722360208,0.1828561658,0.00584537752,0.1170164573,4.020168088
276,0.008722360208,0.2194059886,0.00584537752,0.1169108409,4.038147221
277,0.008722360208,0.1569447988,0.00584537752,0.1168053199,4.054244728
278,0.008722360208,0.1480615384,0.00584537752,0.1166998941,4.043727225
279,0.008722360208,0.1302697847,0.00584537752,0.1165945635,4.030986267
280,0.008722360208,0.1382401526,0.00584537752,0.116489328,4.034515802
281,0.008722360208,0.126890281,0.00584537752,0.1163841874,4.048603082
282,0.008722360208,0.1611218879,0.00584537752,0.1162791417,4.062242601
283,0.008722360208,0.1599220347,0.00584537752,0.1161741909,4.061973391
284,0.008722360208,0.1814455231,0.00584537752,0.1160693347,4.067377572
285,0.00772611756,0.1827670111,0.006095596282,0.1159645733,4.071563352
286,0.00772611756,0.229435825,0.006095596282,0.1158599063,4.079136563
287,0.00772611756,0.2311842164,0.006095596282,0.1157553339,4.040205826
288,0.00772611756,0.1568710779,0.006095596282,0.1156508558,4.014683068
289,0.00772611756,0.1529305359,0.006095596282,0.115546472,3.984184926
290,0.00772611756,0.1698223671,0.006095596282,0.1154421824,3.962525232
291,0.00772611756,0.208572699,0.006095596282,0.115337987,3.966123666
292,0.00772611756,0.1540183659,0.006095596282,0.1152338856,3.977248481
293,0.00772611756,0.1848592526,0.006095596282,0.1151298781,3.987514379
294,0.00772611756,0.2050697715,0.006095596282,0.1150259646,3.970500786
295,0.00772611756,0.2679537155,0.006095596282,0.1149221448,3.948328008
296,0.00772611756,0.15928533,0.006095596282,0.1148184188,3.95388037
297,0.00772611756,0.2436853119,0.006095596282,0.1147147863,3.961475739
298,0.00772611756,0.2151887847,0.006095596282,0.1146112474,3.933366242
299,0.00772611756,0.1764043427,0.006095596282,0.1145078019,3.93169661
300,0.00772611756,0.1850543784,0.006095596282,0.1144044499,3.925026911
301,0.00772611756,0.1489905231,0.006095596282,0.1143011911,3.909767321
302,0.00772611756,0.1566563291,0.006095596282,0.1141980254,3.882913358
303,0.00772611756,0.1930858657,0.006095596282,0.114094953,3.898239859
304,0.00772611756,0.1762357867,0.006095596282,0.1139919735,3.89351896
305,0.00772611756,0.1466129627,0.006095596282,0.113889087,3.897823131
306,0.00772611756,0.1398352984,0.006095596282,0.1137862933,3.902133934
307,0.00772611756,0.2196385339,0.006095596282,0.1136835925,3.891962704
308,0.00772611756,0.1991146512,0.006095596282,0.1135809843,3.890416368
309,0.00772611756,0.1868148809,0.006095596282,0.1134784687,3.876452063
310,0.00772611756,0.1612727068,0.006095596282,0.1133760457,3.914444409
311,0.00772611756,0.1472202304,0.006095596282,0.1132737151,3.92468417
312,0.00772611756,0.1656084366,0.006095596282,0.1131714769,3.914594603
313,0.00772611756,0.253361918,0.006095596282,0.1130693309,3.885043015
314,0.00772611756,0.2043023543,0.006095596282,0.1129672771,3.914504778
315,0.00772611756,0.1799580017,0.006095596282,0.1128653155,3.921411445
316,0.00772611756,0.1846582515,0.006095596282,0.1127634459,3.90419184
317,0.00772611756,0.2273351295,0.006095596282,0.1126616682,3.876054813
318,0.00772611756,0.2346025718,0.006095596282,0.1125599824,3.835326595
319,0.00772611756,0.1718094776,0.006095596282,0.1124583884,3.844155954
320,0.00772611756,0.1634080569,0.006095596282,0.112356886,3.829427899
321,0.00772611756,0.1746580738,0.006095596282,0.1122554753,3.829403035
322,0.00772611756,0.2305736198,0.006095596282,0.1121541561,3.842239652
323,0.00772611756,0.2069009253,0.006095596282,0.1120529284,3.852357177
324,0.00772611756,0.152662351,0.006095596282,0.111951792,3.831055821
325,0.00772611756,0.1411814739,0.006095596282,0.1118507469,3.833908331
326,0.00772611756,0.1705538527,0.006095596282,0.111749793,3.862446524
327,0.00772611756,0.1550454928,0.006095596282,0.1116489302,3.851288934
328,0.00772611756,0.2020235401,0.006095596282,0.1115481585,3.883443176
329,0.00772611756,0.1417840013,0.006095596282,0.1114474777,3.857560854
330,0.00772611756,0.1640267018,0.006095596282,0.1113468878,3.840624012
331,0.00772611756,0.1477590088,0.006095596282,0.1112463887,3.85834712
332,0.00772611756,0.1018211669,0.006095596282,0.1111459803,3.8390053
333,0.00772611756,0.227708414,0.006095596282,0.1110456625,3.843615966
