train_sizes,train_mse,train_mse_std,cv_mse,cv_mse_std
77,0.004323779283,0.0003507631919,0.008441374159,0.0008565210798
140,0.003846044093,0.0008981971286,0.006111143704,0.0007033774827
203,0.003314104256,0.0004590082787,0.0056151152,0.001363303119
266,0.003114313929,0.000289087291,0.004781566557,0.001001654891
329,0.003103393642,0.0003165406233,0.004729585638,0.00110966683
392,0.003022387265,0.0003505858976,0.00444550163,0.001196401339
455,0.002992955125,0.0002610431817,0.004489993868,0.001052460788
518,0.002837990218,0.0002687358992,0.004473890878,0.001365228267
