epoch,train_loss,val_loss,train_rmse,val_rmse,val_mae,train_r2,val_r2,lr
98,0.004760866053402424,0.002828639931976795,0.06836750083953642,0.053173446729598166,0.032237137115324825,0.8095499333223233,0.8696033655068365,0.005
99,0.004674319643527269,0.0027969307266175747,0.06771202271013509,0.05287513184851305,0.03180087079816858,0.813184333168665,0.871062369658396,0.005
100,0.004585107322782278,0.0027693368028849363,0.06705065712610751,0.05261394093155404,0.03148269101022953,0.8168158908768963,0.8723330675307814,0.005
101,0.004495976027101278,0.0027361528482288122,0.06633372230260329,0.05229754702322275,0.03127562293658359,0.8207123162980233,0.873863900889893,0.005
102,0.004400360863655806,0.0027006121817976236,0.06554699337528294,0.05195622786969141,0.031033406112237275,0.8249398602757392,0.8755049788268268,0.005
103,0.004296632017940283,0.0026588670443743467,0.06478575953777443,0.05155216065102103,0.030774985389166083,0.8289823914080952,0.8774338619943256,0.005
104,0.0041974615305662155,0.002615033183246851,0.06402373419878134,0.05112423543325537,0.03058172501316756,0.8329818297508881,0.8794602156986417,0.005
105,0.004099361598491669,0.002555150305852294,0.06330085544089771,0.05053433263368198,0.030523924682573273,0.8367320732586758,0.8822258910746009,0.005
106,0.004007378127425909,0.002489548409357667,0.06250227855569604,0.04988075092903744,0.030087178890672864,0.8408255272691951,0.8852526344350523,0.005
107,0.003906948491930962,0.002402136567980051,0.06168172412670513,0.04899684113169075,0.029691759480444817,0.8449775026297428,0.889283354033152,0.005
108,0.0038050604052841663,0.002329967450350523,0.0608468976029402,0.04825544917196793,0.029641382489189308,0.8491453855138249,0.8926086052981433,0.005
109,0.0037027953658252954,0.00224970537237823,0.06007631337908729,0.047418032092366634,0.029008436120720734,0.8529421311643698,0.8963035687661656,0.005
110,0.0036097485572099686,0.002193053485825658,0.059365925740170564,0.04681626753225086,0.028667411562901778,0.8563994151296768,0.8989188137147356,0.005
111,0.0035250892397016287,0.002168030245229602,0.05870112316226184,0.046547672837977075,0.02870209685571794,0.859597596747463,0.9000753342798683,0.005
112,0.003447059541940689,0.0021528322249650955,0.05811874551956622,0.0463833933427267,0.028879776418491057,0.8623696599485606,0.9007794127061006,0.005
113,0.003379539120942354,0.0021270709112286568,0.05753102165562597,0.046102621213858434,0.028825284723712728,0.8651391499892029,0.9019769990018911,0.005
114,0.0033121565356850624,0.0021072702948004007,0.05695253353457193,0.04588584721633146,0.028916506492307377,0.8678376304188107,0.9028966378997121,0.005
115,0.003246318781748414,0.00208436232060194,0.056394932773360155,0.045634573112727735,0.028940931532353463,0.8704128655858524,0.903957215611441,0.005
116,0.0031833439134061337,0.002049475209787488,0.055847085211884855,0.04524983547529839,0.028638812306430183,0.8729183800768018,0.9055698310636389,0.005
117,0.0031219853553920984,0.002022003522142768,0.055276385828341844,0.04494801074455079,0.028605083600495698,0.8755023944302666,0.9068253629503669,0.005
118,0.003058346454054117,0.001983014168217778,0.05467147371350925,0.04451503979820666,0.028354993761748715,0.878212341329867,0.9086117650287894,0.005
119,0.0029916102066636086,0.0019288957118988037,0.054080385324683664,0.04390443982616499,0.02765816325285108,0.8808315544509417,0.9111016626619644,0.005
120,0.002927204594016075,0.0018874277593567967,0.05355533195909288,0.043431911559857955,0.027252287465615574,0.8831342767983306,0.9130049291251434,0.005
121,0.002870433032512665,0.0018597672460600734,0.05310160028245803,0.04311479948326322,0.02702064503418627,0.8851061087865564,0.9142706563096075,0.005
122,0.0028217448852956295,0.0018203805666416883,0.0527002863336198,0.04265651632142178,0.026407056965944576,0.8868361617027506,0.9160834681578854,0.005
123,0.002779201837256551,0.0018096683779731393,0.05232278625714885,0.04253433967055646,0.02646566000095614,0.8884515743686316,0.9165634866359936,0.005
124,0.0027392690535634756,0.001798362354747951,0.05197188458645026,0.0424040507438526,0.026493387726996435,0.8899427516331884,0.9170738603409891,0.005
125,0.002702456433326006,0.0017792168073356152,0.05165585431104445,0.042179178173367124,0.02639414084765482,0.8912771528568991,0.9179510580768084,0.005
126,0.002669622888788581,0.0017795442836359143,0.051345716806755155,0.04218430177535235,0.02667205332296083,0.8925787598004128,0.917931123517978,0.005
127,0.002637538593262434,0.001756713492795825,0.051022376556096,0.04191287427485977,0.02661461704401798,0.8939274310668195,0.9189838414424919,0.005
128,0.002604498527944088,0.0017239598091691732,0.05069234954413076,0.04151990525378887,0.02642983377093308,0.8952952072622706,0.9204959110521955,0.005
129,0.00257109384983778,0.0017014330951496959,0.050357206172119674,0.04124749871331757,0.0264371870288053,0.8966751045566743,0.9215357201716785,0.005
130,0.002537327352911234,0.0016586902784183621,0.0500323264216478,0.0407245445037316,0.026075016514137322,0.8980040060665889,0.9235127179500447,0.005
131,0.0025050039403140545,0.0016324201133102179,0.0497368240981747,0.040399187836817195,0.02593956688853202,0.899205271261699,0.9247299808662304,0.005
132,0.0024757941719144583,0.0016232817433774471,0.049458252893209924,0.040285371967900274,0.026093226770428444,0.9003311926296891,0.9251534970493275,0.005
133,0.002448328770697117,0.0015970231033861637,0.049192043751647666,0.039956625724428,0.025931797142264828,0.9014012401877791,0.9263700731731354,0.005
134,0.002422397257760167,0.0015811522025614977,0.04893986583107014,0.03975692664198764,0.02594726561392091,0.9024095616912415,0.9271042234900735,0.005
135,0.002397878561168909,0.0015765700954943895,0.048693930211781665,0.03970008693593768,0.026183510882949828,0.9033879321429872,0.9273125098445673,0.005
136,0.0023739084135740995,0.0015527314972132444,0.04845255713486933,0.03939781481495228,0.025957093006864038,0.9043433594469418,0.9284151652583046,0.005
137,0.0023506865836679935,0.0015470747603103518,0.04821758739975177,0.0393273492767731,0.026124534659806943,0.9052688798879084,0.9286710044683321,0.005
138,0.002327872905880213,0.0015295277116820216,0.04799038010484111,0.039104306081284325,0.02603612060311132,0.9061595462091806,0.9294777881722407,0.005
139,0.0023059742525219917,0.0014936028746888041,0.04777157718365114,0.0386416101626532,0.025582326128151433,0.9070132905732043,0.931136802025312,0.005
140,0.002285149646922946,0.0014802251243963838,0.04756664189454175,0.03846993656459015,0.02559126210879319,0.9078093866864055,0.9317473217245524,0.005
141,0.0022653802298009396,0.0014517232775688171,0.0473839808043942,0.0380982066935242,0.025248962639771607,0.908516071213088,0.93305998197573,0.005
142,0.002248036442324519,0.001431889133527875,0.0472130876078075,0.03783794106303365,0.025073235253335418,0.9091747659158992,0.9339714514746851,0.005
143,0.002231774153187871,0.0014305158983916044,0.04704116739593213,0.03782122447736441,0.02521807828367494,0.9098350177594832,0.9340297806562942,0.005
144,0.0022152666933834553,0.001419466338120401,0.04687223091759285,0.03767534364041624,0.025164919985341684,0.91048146444403,0.9345377087261626,0.005
145,0.0021992442198097706,0.0013984345132485032,0.04670895113713523,0.03739526539457639,0.024942280883237442,0.9111040551799425,0.9355073834488479,0.005
146,0.002183959586545825,0.0013986143749207258,0.046553006507299426,0.03739805215835995,0.025064794751915143,0.9116966483899807,0.9354977708744773,0.005
147,0.002169190440326929,0.001387137919664383,0.0464003730115882,0.03724429985176203,0.024971767996048413,0.912274740117523,0.9360270487169725,0.005
148,0.00215494679287076,0.0013775437837466598,0.046254401636940286,0.037115273037182414,0.024918478520438655,0.9128258233812251,0.9364695286908031,0.005
149,0.0021413806825876236,0.0013752193190157413,0.0461118642165014,0.03708394635760594,0.024968289045583604,0.9133622668982614,0.936576727622895,0.005
150,0.0021281773224473,0.0013631866313517094,0.045973529253213206,0.03692135546815654,0.024872107286219972,0.9138813111994053,0.937131654549801,0.005
151,0.0021155618596822023,0.0013562488602474332,0.04584583700522119,0.036827282867850766,0.02484513832851108,0.9143590390311164,0.9374516132416437,0.005
152,0.0021039340645074844,0.0013531226431950927,0.045722748687167865,0.0367848139568799,0.024859682290646667,0.9148182846939423,0.9375957906022774,0.005
153,0.0020927325822412968,0.001344603020697832,0.04559982299144702,0.03666882812991633,0.0248254424365915,0.91527569140007,0.9379887023512902,0.005
154,0.0020816768519580364,0.0013358538271859288,0.04548327022972842,0.036549332662307435,0.02476720235671997,0.9157082471200604,0.9383922055725443,0.005
155,0.00207130191847682,0.0013355014380067587,0.04537616886011095,0.03654451245828782,0.024797365308649077,0.9161047504105968,0.9384084544359139,0.005
156,0.0020617207046598196,0.0013268322218209505,0.045270621890398974,0.036425633102073585,0.024735773127697182,0.9164945845970434,0.9388085174612029,0.005
157,0.002052468014881015,0.0013248597970232368,0.045169879852150166,0.03639843074352641,0.024755993038613845,0.9168658251545673,0.938899877910938,0.005
158,0.0020435580518096685,0.0013285588938742876,0.045075645469397435,0.03644918662664897,0.024837579147404733,0.9172123359642325,0.9387293566646271,0.005
159,0.0020351519342511892,0.001316973241046071,0.0449764357155963,0.03628939757067834,0.02472433537313063,0.9175763598203617,0.9392653860915295,0.005
160,0.002026684582233429,0.001316015375778079,0.044878177237775464,0.036275986843036255,0.02470264378494153,0.9179361026360373,0.9393102666859688,0.005
161,0.002018080558627844,0.0013187547447159886,0.044790807374218033,0.03631362741496048,0.024735734534761716,0.9182553193548328,0.9391842559755953,0.005
162,0.0020103887654840946,0.0013090746942907572,0.04469832753078746,0.03617925655001245,0.02468411722241683,0.9185925283222586,0.9396334947646643,0.005
163,0.0020026282873004675,0.0013227066956460476,0.04460950927286622,0.036367596432340304,0.024831928663388257,0.9189157299508923,0.9390033539206813,0.005
164,0.0019945388194173574,0.0013228245079517365,0.044517895994341146,0.036368800701455754,0.024858696892360987,0.9192484288841253,0.9389993141929878,0.005
165,0.0019866398070007563,0.0013215626822784543,0.04443171689545635,0.03635091313167641,0.024872224223975312,0.9195607689738999,0.9390593043860785,0.005
166,0.0019792739767581224,0.0013299299171194434,0.044349177087344496,0.03646599169787218,0.024959828702649452,0.9198593517066214,0.9386728453959424,0.005
167,0.0019719076808542013,0.0013295687967911363,0.04426291363872873,0.03646082104497078,0.02497960496374171,0.9201708111617517,0.9386902357881194,0.005
168,0.0019643933046609163,0.0013250835472717881,0.04417773527030873,0.03639889879641848,0.024968116519538276,0.9204777578536562,0.9388983065095265,0.005
169,0.001957064028829336,0.0013288846239447594,0.04410204041589329,0.036451392662851655,0.025013855121941875,0.9207500338141602,0.9387219397996589,0.005
170,0.0019502260256558657,0.0013197570806369185,0.0440161510949669,0.03632538248782771,0.02492972855544056,0.9210584139988274,0.9391448763122371,0.005
171,0.0019430096726864576,0.0013255523517727852,0.0439413591286518,0.03640541768349993,0.02500229868182175,0.9213264601640478,0.9388764184457783,0.005
172,0.0019361970480531454,0.0013254155637696385,0.04386115408079471,0.03640329225673839,0.025033300386881653,0.9216133996851495,0.9388835552903438,0.005
173,0.001929276855662465,0.001333076972514391,0.0437865765503975,0.036508673694677495,0.02515174768036218,0.9218797360043233,0.9385291993754621,0.005
174,0.0019225081196054816,0.0013382266042754054,0.0437155021534846,0.03657927202619063,0.02524527045773293,0.9221331398918986,0.9382912322578062,0.005
175,0.0019161502132192254,0.001327413017861545,0.04364133703922086,0.03643024643567885,0.025153842866667053,0.9223971243152188,0.9387930165858437,0.005
176,0.0019101640209555626,0.0013404169585555792,0.04358517220427807,0.03660914882788255,0.025264707789680423,0.9225967400167053,0.9381903875205332,0.005
177,0.0019047006499022245,0.0013173664920032024,0.043501279500313794,0.036291052120657245,0.025056676104039253,0.9228944247126519,0.939259847793752,0.005
178,0.0018983501940965652,0.0013338818680495024,0.04343334500244667,0.03651910046370047,0.025214196186400487,0.9231350630798296,0.9384940826045448,0.005
179,0.0018916887929663062,0.0013205489376559854,0.0433476452376973,0.03633470833241672,0.02509690803357131,0.9234380933067146,0.9391136255317794,0.005
180,0.001884897006675601,0.001328973681665957,0.04328705042578522,0.03645065895473225,0.02517902622990505,0.9236519924354707,0.9387244066331343,0.005
181,0.0018794711213558912,0.0013341106241568923,0.04322101820589793,0.03652085643275152,0.025248260926678884,0.9238847448707169,0.9384881676130689,0.005
182,0.0018737950595095754,0.0013315774267539382,0.043143476894223765,0.03648529703117551,0.025253209679187802,0.924157611295969,0.9386078942182497,0.005
183,0.001867454033344984,0.001347099314443767,0.043088567143497486,0.03669822421415596,0.025420109050558623,0.9243505413440862,0.9378892380326855,0.005
184,0.0018622679635882378,0.0013315973337739706,0.04302568613313569,0.036484832091746626,0.02528097608874753,0.924571177291078,0.9386094588720174,0.005
185,0.001857519499026239,0.001341996481642127,0.04295722573042118,0.03662802203951797,0.025344229336086793,0.924811023753871,0.9381266413460911,0.005
186,0.0018511461094021797,0.0013291656505316496,0.0428771048778574,0.03645157836025903,0.025207923162655174,0.9250912367709978,0.9387213154500765,0.005
187,0.0018446026369929314,0.0013271562056615949,0.042818374524496126,0.036424117212112014,0.025178144424839153,0.9252963068252428,0.9388136104474366,0.005
188,0.0018394599901512265,0.001333683030679822,0.042765206453705365,0.036514400018375054,0.025221119476499486,0.9254817125228815,0.9385099146810519,0.005
189,0.0018345110584050417,0.001325559220276773,0.04272239845591429,0.03640245729409931,0.02515910253499806,0.9256308235579871,0.9388863588479113,0.0025
190,0.001831064815632999,0.0013225158909335732,0.042688706419009265,0.03636043581885084,0.025140402711456625,0.925748076386319,0.9390273714775301,0.0025
191,0.001828255713917315,0.001327544217929244,0.04266048001438104,0.036430018253708056,0.02516736228080859,0.9258462368651749,0.9387937833270946,0.0025
192,0.001825618208386004,0.0013339414726942778,0.04263725137235522,0.03651825349610198,0.02520767549194775,0.9259269683651344,0.9384969355179189,0.0025
193,0.0018233878072351217,0.0013271039351820946,0.04259916471872109,0.036424035107743113,0.025162644294447863,0.9260592439580625,0.9388138862901816,0.0025
194,0.0018203483195975423,0.0013258334947749972,0.04256728631871902,0.03640658567131142,0.025158860471530608,0.9261698673028774,0.9388724963513202,0.0025
195,0.0018176276935264468,0.0013320213183760643,0.04253405787259565,0.03649213198853129,0.02520406523446282,0.9262850873828453,0.9385848903365164,0.0025
196,0.0018144919304177165,0.001333005609922111,0.04251207422639354,0.036505909763413585,0.025210109745777594,0.9263612665135391,0.9385385064589133,0.0025
197,0.0018124745693057775,0.0013299341080710292,0.042485154162375936,0.036463798185716545,0.025198960889937033,0.9264544979922484,0.9386802231090902,0.0025
198,0.00181018456351012,0.0013312221271917224,0.04245142472638837,0.036481698831172714,0.02521533823091246,0.9265712288194705,0.9386200026674322,0.0025
199,0.0018071986269205809,0.0013352246023714542,0.04242242866935467,0.03653686452832325,0.025240336376050217,0.9266715042615477,0.9384342311397436,0.0025
